Date,FREN,ZG,SFSN,SLHN,LUKN,PM,PSPN,MOLN,GLKBN,MBTN1,BCGE,LUMX,DAE,FI-N,SGKN,PMN,PLAN,IGPH,BALN,WMN
2020-03-13,12.581,0.0,60.1786,257.5283,63.6162,303.7405,102.5817,14.28,25.3269,,170.7854,0.0185,128.9821,554.3927,328.2435,311.7685,246.5536,0.86,99.6897,0.0
2020-03-16,12.2531,0.0,58.1927,225.1132,61.0076,281.2249,94.7821,11.98,26.0622,,165.2464,0.02,128.605,534.2925,294.2004,288.6578,248.3467,0.77,93.9232,0.0
2020-03-17,12.3761,0.0,57.777,218.7237,60.5868,282.5493,89.4411,14.24,24.1014,,164.3232,0.019,129.5478,538.4995,305.9684,290.0172,246.5536,0.87,96.451,0.0
2020-03-18,12.2121,0.0,56.6686,214.7498,60.5868,284.3152,88.0846,13.96,23.0393,,166.1696,0.022,140.1078,531.0203,291.6786,291.8298,242.0708,0.85,88.4726,0.0
2020-03-19,12.0892,0.0,58.6546,223.4769,66.2248,287.8471,88.9324,15.16,22.9576,,166.1696,0.022,148.782,550.6531,296.3018,295.4551,246.5536,0.85,92.7383,0.0
2020-03-20,12.1712,0.0,60.1325,217.1653,62.8588,296.6768,93.0018,14.58,23.2844,,163.4001,0.022,148.2163,558.5997,306.8089,304.5181,244.7605,0.89,88.9466,0.0
2020-03-23,12.3761,0.0,58.4236,203.3733,63.6162,290.496,87.4912,14.7,24.4282,,162.0153,0.0185,133.8849,529.618,296.3018,298.174,234.0018,0.8,85.2339,0.0
2020-03-24,12.6629,0.0,64.1043,235.7105,63.3637,305.5064,94.1039,16.0,23.938,,163.4001,0.0185,143.3135,588.0489,315.635,313.5811,244.7605,0.87,96.9249,0.0
2020-03-25,12.8678,0.0,66.8754,249.1908,67.3187,313.4531,97.8341,15.2,25.572,,165.708,0.019,152.5534,606.7468,329.0841,321.7379,248.3467,0.865,100.9536,0.0
2020-03-26,12.8269,0.0,66.5521,255.4244,66.3931,317.4265,96.3081,15.64,25.8988,,163.4001,0.0185,155.382,624.5098,344.2144,325.8162,246.5536,0.865,100.9536,0.0
2020-03-27,12.7039,0.0,63.3654,250.905,66.9821,313.0117,94.6973,15.9,26.1439,,166.1696,0.017,147.2734,608.6166,343.7941,321.2847,245.657,0.875,99.9267,0.0
2020-03-30,12.9088,0.0,64.3815,251.9959,66.2248,302.8575,98.9363,15.8,25.0818,,164.7848,0.019,145.5763,604.4096,336.229,310.8622,253.7261,0.87,98.5048,0.0
2020-03-31,12.8269,0.0,66.5059,256.6712,65.804,301.9746,102.3274,17.84,26.6341,,166.1696,0.017,146.7077,625.4447,337.0695,309.9559,248.3467,0.87,100.2427,0.0
2020-04-01,12.9088,0.0,65.9055,242.8792,64.8784,297.1183,99.6145,17.54,26.2256,,166.1696,0.017,142.3706,595.5281,329.5044,304.9712,251.0364,0.865,98.0308,0.0
2020-04-02,12.8269,0.0,64.6586,242.4117,63.6162,296.6768,95.206,17.76,26.3073,,166.1696,0.02,138.9763,596.463,332.8667,304.5181,249.2433,0.895,97.7939,0.0
2020-04-03,12.7859,0.0,64.6586,238.126,63.6162,302.8575,94.1039,17.68,26.5524,,164.7848,0.017,139.3535,592.7234,332.0261,310.8622,247.4501,0.975,98.0308,0.0
2020-04-06,12.7859,0.0,66.3212,251.1388,64.9625,301.0916,94.7821,17.64,26.4707,,164.3232,0.0175,144.2563,617.9655,323.6204,309.0496,248.3467,1.15,102.6915,0.0
2020-04-07,12.9088,0.0,70.8473,262.0477,64.2052,301.5331,98.3428,16.6,26.4707,,165.708,0.02,149.1591,649.752,333.287,309.5028,250.1398,1.0,110.2748,0.0
2020-04-08,12.8269,0.0,70.6626,260.2555,65.6357,290.496,101.5644,17.44,25.8988,,164.7848,0.0195,151.7991,651.6218,333.287,298.174,251.0364,1.05,109.0109,0.0
2020-04-09,12.9088,0.0,70.6164,266.8788,64.7101,295.7938,101.3948,17.04,25.7354,,163.8616,0.02,152.742,659.1009,333.287,303.6118,251.9329,1.05,112.8816,0.0
2020-04-14,12.9498,0.0,72.0019,264.4633,66.3931,305.065,100.6318,18.6,25.4086,,165.708,0.0185,154.2505,657.2311,332.8667,313.128,251.9329,1.0,113.0396,0.0
2020-04-15,12.9498,0.0,69.277,253.1647,64.121,309.0383,99.3204,17.58,26.0622,,165.708,0.02,153.4963,615.1609,334.1275,317.2063,253.7652,1.03,109.9589,0.0
2020-04-16,13.1547,0.0,69.1385,250.2817,64.2893,293.1449,98.7084,17.48,25.8171,,167.0927,0.02,148.9706,624.9773,337.9101,300.8929,256.5135,1.0,107.4311,0.0
2020-04-17,13.1137,0.0,71.771,255.892,64.2893,299.3257,100.1072,19.2,26.2256,,166.1696,0.0175,155.0048,658.9698,336.6493,307.237,257.4297,1.0,109.7219,0.0
2020-04-20,13.1957,0.0,72.1867,259.0088,64.2893,308.1553,99.0581,21.7,25.7354,,168.0159,0.018,153.6848,662.8547,340.4318,316.3,256.5135,0.98,109.9589,0.0
2020-04-21,13.1957,0.0,69.508,251.8401,63.2796,290.9375,97.0472,22.55,25.3269,,166.1696,0.0175,151.6106,639.0599,341.2724,298.6271,256.5135,0.905,108.142,0.0
2020-04-22,13.3649,0.0,69.1847,249.4245,64.3735,305.5064,97.3969,21.85,24.9184,,167.0927,0.02,152.9306,631.2902,337.9101,313.5811,256.5135,0.93,107.747,0.0
2020-04-23,13.2803,0.0,70.3855,251.2167,64.121,317.868,97.6592,22.5,24.5099,,163.4001,0.02,155.382,648.2864,339.5913,326.2694,253.7652,0.93,109.7219,0.0
2020-04-24,13.4494,0.0,69.277,251.2946,64.7101,317.868,99.2329,21.9,25.1635,,164.7848,0.0195,155.7591,636.6318,341.2724,326.2694,254.6813,1.05,110.6698,0.0
2020-04-27,13.4917,0.0,69.3694,263.9178,65.7199,309.4798,99.2329,22.2,25.8988,,164.7848,0.02,156.702,660.4266,345.4753,317.6595,256.5135,0.96,115.1724,0.0
2020-04-28,13.4494,0.0,71.0256,275.6059,65.215,321.3998,99.1455,21.9,25.9835,,166.1696,0.019,154.2505,671.11,353.4607,329.8946,255.5974,0.9,121.8646,0.0
2020-04-29,13.3649,0.0,72.4924,283.5539,66.1406,324.0487,100.457,21.5,26.2374,,166.1696,0.017,161.6048,699.2753,358.9244,332.6135,255.5974,0.9,124.0954,0.0
2020-04-30,13.1957,0.0,72.4451,277.8649,65.9723,325.8147,98.0964,21.0,25.8988,,168.0159,0.02,155.7591,698.7896,349.6781,334.4261,255.5974,0.89,119.386,0.0
2020-05-04,13.2803,0.0,71.688,263.3987,64.2893,309.9213,96.0855,20.5,25.7296,,167.5543,0.019,151.422,659.4554,349.6781,318.1127,254.6813,0.875,114.2636,0.0
2020-05-05,13.3649,0.0,72.4924,263.3987,69.3382,326.2562,95.9106,21.25,25.7296,,166.1696,0.0185,153.6848,667.2251,362.7911,334.8793,255.5974,0.9,113.1895,0.0
2020-05-06,13.3649,0.0,71.8773,263.6425,68.4126,324.0487,93.9872,21.45,25.6449,,167.5543,0.018,153.8734,662.3691,359.7314,332.6135,255.5974,0.89,112.7764,0.0
2020-05-07,13.4494,0.0,71.9719,272.0947,68.4968,324.9317,94.4243,24.0,25.6449,,168.0159,0.018,151.6106,666.2539,354.9233,333.5198,255.5974,0.885,114.4288,0.0
2020-05-08,13.3649,0.0,74.0066,270.6318,66.8138,320.0754,98.5335,23.5,25.391,,167.5055,0.017,155.382,686.6495,353.612,328.5351,254.6813,0.89,114.6767,0.0
2020-05-11,13.3649,0.0,74.7637,268.1937,65.215,301.0916,95.5609,24.15,25.1371,,168.4335,0.019,156.702,682.7646,351.8636,309.0496,251.9329,0.86,112.5286,0.0
2020-05-12,13.3649,0.0,75.1423,268.6,64.7942,306.8309,91.3643,23.7,24.7139,,168.8975,0.018,155.5705,677.4229,349.6781,314.9406,250.1007,0.9,111.2893,0.0
2020-05-13,13.2803,0.0,72.2558,257.0596,65.4674,311.2457,91.9763,23.3,24.7986,,168.8975,0.018,154.4391,648.2864,347.9297,319.4721,251.9329,0.875,106.3321,0.0
2020-05-14,13.238,0.0,72.2558,249.6639,64.4576,309.0383,90.3151,23.2,24.5446,,167.9695,0.018,152.5534,619.6356,343.9959,317.2063,250.1007,0.89,104.6797,0.0
2020-05-15,13.3226,0.0,72.4451,249.2576,64.5418,320.5169,89.4408,23.55,24.8832,,168.8975,0.0175,153.1191,624.9773,342.6846,328.9883,249.1846,0.845,105.0101,0.0
2020-05-18,13.3226,0.0,75.0477,261.7733,65.8882,315.2191,92.8506,23.0,24.6293,,168.4335,0.0175,158.9648,671.5956,349.241,323.5505,252.8491,0.9,110.2978,0.0
2020-05-19,13.3226,0.0,76.9404,262.3422,64.7942,315.2191,94.4243,22.8,24.7139,,167.9695,0.016,164.6219,691.9911,351.4265,323.5505,251.0168,0.85,110.7936,0.0
2020-05-20,13.3226,0.0,78.3127,262.9923,65.0467,317.868,94.0746,22.45,25.0525,,167.9695,0.016,167.8276,708.5018,356.2346,326.2694,250.1007,0.895,111.2067,0.0
2020-05-22,13.3226,0.0,76.9404,256.5719,64.2893,328.4636,92.5008,21.7,25.391,,167.9695,0.016,167.8276,697.3328,351.4265,337.145,250.1007,0.86,108.8933,0.0
2020-05-25,13.3649,0.0,77.9341,261.8545,65.2991,328.4636,94.5117,21.5,25.1371,,167.9695,0.016,169.1476,727.4405,359.7314,328.082,251.0168,0.845,111.2893,0.0
2020-05-26,13.4494,0.0,79.7795,278.3525,66.3089,344.3423,95.0363,21.25,25.0525,,168.8975,0.016,169.7133,746.3792,363.6653,343.9423,251.9329,0.84,115.5855,0.0
2020-05-27,13.4071,0.0,80.9625,282.7411,65.804,331.1856,93.2003,21.2,25.0525,,169.3615,0.016,170.4676,763.8611,364.1024,330.8009,250.1007,0.845,116.4943,0.0
2020-05-28,13.3226,0.0,82.3348,279.6529,68.076,337.0835,95.5609,21.6,25.3064,,169.8255,0.016,167.639,778.9149,367.5991,336.6919,251.0168,0.845,114.9246,0.0
2020-05-29,13.3649,0.0,82.0508,274.2077,67.9919,338.8982,95.386,21.6,24.5446,,168.8975,0.0155,167.4505,772.1164,372.8443,338.5045,251.0168,0.81,112.8591,0.0
2020-06-02,13.4071,0.0,85.0793,286.5609,66.8979,343.8887,98.1838,21.5,24.7139,,169.8255,0.0165,169.7133,793.4832,375.904,343.4892,251.0168,0.815,118.6425,0.0
2020-06-03,13.4494,0.0,86.1676,301.1083,67.4028,353.4159,100.1072,21.3,26.6606,,169.8255,0.015,171.2219,818.2492,382.0234,353.0054,250.1007,0.79,126.2435,0.0
2020-06-04,13.3649,0.0,86.2622,298.589,65.1308,354.3233,99.4952,21.1,26.322,,169.8255,0.021,174.9933,811.4507,385.5201,353.9117,250.1007,0.75,125.5826,0.0
2020-06-05,13.3226,0.0,88.6755,308.9103,65.5516,352.0549,99.5827,20.55,26.2374,,170.2895,0.0235,173.2962,831.8462,386.8314,351.6459,249.1846,0.845,127.9785,0.0
2020-06-08,13.4071,0.0,88.6755,310.1294,67.3187,349.3328,97.1346,20.65,26.2374,,168.8975,0.0245,168.2048,830.3894,384.6459,348.927,249.1846,0.845,127.8959,0.0
2020-06-09,13.238,0.0,84.89,302.0023,66.8138,351.1475,92.4134,20.2,26.2374,,170.2895,0.022,164.9991,805.1378,374.1556,350.7396,250.1007,0.815,123.1866,0.0
2020-06-10,13.4494,0.0,84.3695,299.6455,66.3089,347.9718,93.7249,20.7,26.322,,169.3615,0.026,166.5076,792.9976,373.2814,347.5675,247.3523,0.77,123.7649,0.0
2020-06-11,13.3226,0.0,81.3411,286.4796,66.5613,328.0099,92.7631,20.65,26.322,,168.8975,0.0205,162.1705,750.7497,367.5991,327.6288,243.6879,0.74,117.8989,0.0
2020-06-12,13.3649,0.0,80.7259,286.4796,65.4674,321.2047,93.8123,20.45,25.7296,,168.8975,0.022,158.022,740.5519,363.2282,320.8316,250.1007,0.74,116.8248,0.0
2020-06-15,13.3649,0.0,79.7795,287.211,65.1308,320.2973,93.4626,20.75,26.1527,,167.9695,0.022,161.9819,750.7497,364.9766,319.9253,251.0168,0.76,116.9074,0.0
2020-06-16,13.4494,0.0,81.6723,292.3311,66.0565,338.8982,95.2112,21.35,26.2374,,168.8975,0.022,166.8848,769.2028,375.904,338.5045,251.0168,0.7,118.8077,0.0
2020-06-17,13.3649,0.0,81.4357,290.9495,65.6357,342.5276,96.2603,22.75,25.9835,,169.3615,0.022,171.4104,759.9762,375.904,342.1297,251.0168,0.75,117.7336,0.0
2020-06-18,13.4494,0.0,81.8143,288.8365,65.1308,343.435,98.6209,22.5,25.6449,,169.3615,0.0215,173.2962,776.0013,375.904,343.036,251.0168,0.785,118.0641,0.0
2020-06-19,13.3226,0.0,80.7732,285.2605,65.4674,347.0644,96.8723,22.05,26.2374,,167.9695,0.022,171.2219,761.9187,373.7185,346.6612,251.0168,0.75,117.2379,0.0
2020-06-22,13.3226,0.0,82.6187,281.6846,66.3931,348.8791,95.6483,21.8,26.0681,,169.8255,0.0195,175.559,764.8323,372.8443,348.4738,251.9329,0.68,116.2465,0.0
2020-06-23,13.4071,0.0,83.1392,287.2923,66.4772,338.4445,95.2986,22.65,25.8988,,170.2895,0.019,174.8047,783.771,369.3475,338.0513,251.9329,0.675,117.5684,0.0
2020-06-24,13.4494,0.0,82.3821,280.5468,67.4028,347.9718,94.162,22.0,25.8142,,168.8975,0.0175,172.919,777.4581,371.0959,347.5675,251.0168,0.72,115.9986,0.0
2020-06-25,13.3649,0.0,81.8616,284.2853,65.6357,350.2402,92.326,22.5,25.4756,,169.3615,0.0175,170.0905,772.602,370.6588,349.8333,249.1846,0.66,116.1639,0.0
2020-06-26,13.4494,0.0,83.5177,280.8719,65.6357,345.2497,92.6757,15.36,25.391,,170.2895,0.02,171.599,779.4005,371.533,344.8486,249.1846,0.7,115.5855,0.0
2020-06-29,13.4494,0.0,84.3695,282.6599,66.0565,351.6012,92.7631,15.1,26.1527,,169.3615,0.0,175.9361,792.9976,371.533,351.1927,249.1846,0.6,116.3291,0.0
2020-06-30,13.4071,0.0,83.9436,285.2605,65.9723,346.157,93.2877,14.96,25.7296,,169.3615,0.0,174.6161,790.0839,369.7846,345.7549,251.9329,0.62,117.4032,0.0
2020-07-01,13.3226,0.0,83.7543,280.5468,64.2893,340.2592,92.938,14.5,25.391,,170.2895,0.0,173.4847,792.0263,367.162,339.8639,251.0168,0.62,115.8334,0.0
2020-07-02,13.3649,0.0,84.2748,286.886,64.8784,339.8055,93.1129,15.0,25.0525,,167.0415,0.0,176.3133,797.368,370.6588,339.4108,251.0168,0.62,117.7336,0.0
2020-07-03,13.3649,0.0,85.6471,286.886,64.3735,339.3519,93.4626,14.62,25.0525,,167.9695,0.0,174.4276,799.3105,368.0362,338.9576,249.1846,0.68,116.9901,0.0
2020-07-06,13.4071,0.0,87.0666,290.787,64.7101,352.5086,92.8506,14.92,24.6293,,167.9695,0.0,176.1247,809.5082,369.7846,352.099,251.0168,0.7,118.312,0.0
2020-07-07,13.4071,0.0,87.4925,287.3736,64.0369,352.0549,91.1894,14.86,24.9678,,167.5055,0.0,176.1247,816.7923,363.6653,351.6459,251.0168,0.7,118.2294,0.0
2020-07-08,13.3649,0.0,88.4862,283.4726,64.9625,346.6107,91.8014,18.5,25.1371,,167.5055,0.0,178.0104,812.9075,363.6653,346.2081,251.9329,0.64,117.8989,0.0
2020-07-09,13.4071,0.0,88.2023,280.2217,64.6259,347.0644,89.9654,21.0,24.9678,,166.5775,0.0,177.8218,806.109,365.4137,346.6612,251.9329,0.75,116.4943,0.0
2020-07-10,13.3649,0.0,88.5808,285.4231,64.9625,343.8887,91.8014,20.15,25.0525,,167.5055,0.0,176.1247,816.7923,369.3475,343.4892,251.9329,0.75,118.0641,0.0
2020-07-13,13.4071,0.0,89.0067,285.5856,64.5418,346.6107,90.9271,20.35,24.8832,,167.0415,0.0,178.7647,830.875,365.4137,346.2081,252.8491,0.75,118.7251,0.0
2020-07-14,13.3649,0.0,89.2433,290.4619,65.6357,333.9077,90.0528,19.5,24.7139,,166.5775,0.0,180.839,829.4182,366.7249,333.5198,251.9329,0.73,120.7906,0.0
2020-07-15,13.4071,0.0,89.7638,291.5184,64.8784,321.2047,90.8397,19.3,25.391,,166.1135,0.0,182.159,841.0727,362.7911,320.8316,251.9329,0.7,120.8732,0.0
2020-07-16,13.4071,0.0,91.1361,292.5749,64.6259,323.4731,90.1402,18.58,24.9678,,166.5775,0.0,182.3475,842.5296,363.6653,323.0973,250.1007,0.74,121.6994,0.0
2020-07-17,13.3649,0.0,89.9531,289.0803,64.9625,326.6489,90.9271,18.84,24.7139,,166.1135,0.0,181.5932,842.044,361.0427,326.2694,253.7652,0.7,119.7991,0.0
2020-07-20,13.4071,0.0,90.1897,290.5431,65.8882,321.2047,91.4517,19.0,25.2217,,166.5775,0.0,182.5361,846.9,365.8507,320.8316,254.6813,0.645,119.5513,0.0
2020-07-21,13.3649,0.0,88.1077,293.7127,67.2345,319.39,91.6265,18.94,25.4756,,167.0415,0.0,182.3475,864.8675,370.6588,319.019,258.3458,0.675,120.9558,0.0
2020-07-22,13.3649,0.0,87.3979,294.1248,67.7557,319.8437,91.714,19.5,25.7296,,166.5775,0.0,181.9704,842.044,368.0362,319.4721,258.3458,0.705,120.8732,0.0
2020-07-23,13.3226,0.0,85.6471,289.5097,66.3659,319.8437,89.5282,18.16,26.2374,,165.6495,0.0,182.5361,862.9251,365.8507,319.4721,258.3458,0.7,118.8903,0.0
2020-07-24,13.3649,0.0,84.1802,287.2022,66.0184,323.4731,89.4408,17.06,26.0681,,165.1855,0.0,180.6504,851.2705,366.7249,323.0973,258.3458,0.675,117.5684,0.0
2020-07-27,13.3649,0.0,83.9909,285.4716,66.1921,317.5753,88.3042,17.22,25.1371,,165.1855,0.0,182.9132,869.238,366.2878,317.2063,259.2619,0.695,117.8989,0.0
2020-07-28,13.3649,0.0,83.6597,285.3068,66.0184,317.5753,89.3534,17.06,25.391,,166.1135,0.0,179.7075,858.5546,367.162,317.2063,259.2619,0.645,118.1467,0.0
2020-07-29,13.4071,0.0,83.4231,286.3781,65.8447,312.5848,89.8779,17.12,25.2217,,166.1135,0.0,179.7075,851.7561,365.4137,312.2217,259.2619,0.64,118.312,0.0
2020-07-30,13.3649,0.0,81.8616,275.4999,65.8447,301.6965,89.1785,17.0,25.391,,166.1135,0.0,177.2561,829.4182,362.7911,301.346,259.2619,0.64,114.9246,0.0
2020-07-31,13.3649,0.0,81.3884,274.3461,65.6709,301.6965,89.0911,17.36,25.2217,,164.7215,0.0,174.239,812.9075,360.1685,301.346,257.4297,0.64,114.6767,0.0
2020-08-03,13.534,0.0,83.7543,279.4556,65.3235,310.3164,88.3916,17.76,25.391,,164.2575,0.0,178.5761,835.2454,355.7975,309.9559,257.4297,0.64,116.4943,0.0
2020-08-04,13.534,0.0,82.0982,279.2908,66.0184,308.048,89.6157,17.0,24.6293,,165.1855,0.0,174.239,826.5045,357.983,307.6902,259.2619,0.595,116.8248,0.0
2020-08-05,13.534,0.0,82.2874,277.725,65.4103,295.345,90.4025,17.0,25.6449,,165.1855,0.0,175.7476,829.4182,353.612,295.0019,259.2619,0.615,116.6596,0.0
2020-08-06,13.4494,0.0,82.8079,275.8295,65.3235,305.3259,90.1402,17.2,25.8988,,166.1135,0.0,177.4447,831.3606,355.7975,304.9712,259.2619,0.625,115.9986,0.0
2020-08-07,13.534,0.0,82.9026,276.324,65.4103,301.2428,90.0528,17.38,25.5603,,166.5775,0.0,178.0104,832.3318,360.1685,300.8929,260.178,0.615,115.916,0.0
2020-08-10,13.4917,0.0,82.6187,280.1973,65.6709,304.8723,90.7522,17.08,25.4756,,166.1135,0.0,178.3876,833.7886,361.4798,304.5181,259.2619,0.735,117.7336,0.0
2020-08-11,13.534,0.0,83.1392,284.4003,66.1921,309.8627,90.3151,20.25,25.7296,,164.7215,0.0,175.1819,856.1266,363.2282,309.5028,259.2619,0.695,119.6339,0.0
2020-08-12,13.534,0.0,83.565,287.2022,66.5396,317.5753,90.3151,22.0,25.5603,,167.0415,0.0,178.5761,864.3819,370.2217,317.2063,259.2619,0.685,119.8818,0.0
2020-08-13,13.7455,0.0,84.4641,291.6524,66.1921,322.1121,90.6648,20.85,25.9835,,167.0415,0.0,178.7647,863.8963,373.7185,321.7379,259.2619,0.68,119.6339,0.0
2020-08-14,13.4917,0.0,83.565,291.4876,66.1921,311.2238,91.5391,20.55,25.7296,,166.5775,0.0,178.199,856.6122,368.9104,310.8622,261.0941,0.725,119.3034,0.0
2020-08-17,13.4494,0.0,82.4767,290.8283,65.9315,321.2047,90.3151,22.15,25.9835,,167.0415,0.0,186.3075,864.3819,364.5395,320.8316,262.0103,0.72,118.1467,0.0
2020-08-18,13.4494,0.0,82.8553,292.0645,65.4972,326.6489,92.5883,22.05,26.2374,,165.6495,0.0,190.4561,866.3243,368.0362,326.2694,260.178,0.695,118.1467,0.0
2020-08-19,13.4917,0.0,83.2811,295.9378,66.0184,330.2783,92.5883,21.95,25.8988,,166.5775,0.0,191.8703,871.1804,369.3475,329.8946,260.178,0.68,119.3034,0.0
2020-08-20,13.4917,0.0,82.524,300.3056,67.9295,328.4636,95.9106,21.95,25.8988,,164.7215,0.0,191.3989,864.3819,364.5395,328.082,260.178,0.685,119.0556,0.0
2020-08-21,13.3649,0.0,82.0982,301.789,67.9295,334.3614,95.6483,22.3,25.9835,,164.7215,0.0,198.4703,864.3819,361.9169,333.973,260.178,0.7,117.9815,0.0
2020-08-24,13.4494,0.0,82.9972,307.4753,69.4931,333.0004,95.386,21.65,25.8988,,164.2575,0.0,197.5274,877.0077,365.8507,332.6135,260.178,0.74,120.047,0.0
2020-08-25,13.4494,0.0,82.0508,304.1789,69.5799,340.7129,93.9872,21.95,25.7296,,163.7934,0.0,198.9417,870.2092,366.7249,340.3171,260.178,0.735,119.386,0.0
2020-08-26,13.4917,0.0,82.6187,306.5688,69.7537,346.6107,95.0363,22.05,25.7296,,164.2575,0.0,204.5988,882.3494,367.162,346.2081,260.178,0.725,120.7906,0.0
2020-08-27,13.534,0.0,81.8143,305.5799,69.8405,343.8887,94.3369,20.5,25.5603,,163.3294,0.0,201.2988,876.5221,364.5395,343.4892,260.178,0.7,119.8818,0.0
2020-08-28,13.4917,0.0,81.0572,306.8985,69.2325,327.1025,94.6866,19.5,25.7296,,163.7934,0.0,199.4131,872.6372,364.9766,326.7225,260.178,0.73,119.7991,0.0
2020-08-31,13.4917,0.0,80.584,300.6352,69.2325,318.4826,94.3369,20.2,26.2374,,164.7215,0.0,198.9417,872.1516,363.6653,318.1127,261.0941,0.67,116.0812,0.0
2020-09-01,13.7032,0.0,81.483,304.4261,69.7537,323.4731,95.7358,19.56,26.322,,164.7215,0.0,201.2988,874.0941,364.5395,323.0973,261.0941,0.66,115.9986,0.0
2020-09-02,13.6186,0.0,82.3348,307.3929,68.9719,331.1856,98.0964,18.4,25.6449,,164.7215,0.0,202.7131,884.2918,363.2282,330.8009,261.0941,0.7,117.0727,0.0
2020-09-03,13.7032,0.0,80.9625,305.8271,69.6668,344.796,96.6975,17.74,26.4067,,164.7215,0.0,199.8846,878.9501,366.2878,344.3955,261.0941,0.645,116.8248,0.0
2020-09-04,13.8301,0.0,80.5366,303.6844,68.885,343.8887,93.9872,16.38,26.322,,164.7215,0.0,196.5846,886.7199,364.5395,343.4892,259.2619,0.6,115.9986,0.0
2020-09-07,13.8301,0.0,81.1991,310.6894,70.188,341.6203,95.998,17.76,26.0681,,165.6495,0.0,198.4703,920.7124,365.8507,341.2234,261.0941,0.675,117.4032,0.0
2020-09-08,13.957,0.0,79.7795,306.3216,68.9719,340.2592,96.1729,16.6,26.1527,,164.2575,0.0,197.056,920.7124,361.4798,339.8639,261.0941,0.675,116.4117,0.0
2020-09-09,13.8724,0.0,81.8616,313.5737,70.0143,336.6298,97.9215,16.28,25.9835,,163.7934,0.0,197.9989,929.4534,365.4137,336.2387,261.0941,0.685,119.2208,0.0
2020-09-10,13.957,0.0,82.4294,310.1949,69.2325,337.5371,97.7466,16.32,26.1527,,164.2575,0.0,194.6989,922.1692,366.7249,337.145,261.0941,0.65,120.4601,0.0
2020-09-11,14.1261,0.0,80.8206,311.1838,69.0587,323.0194,97.4844,16.12,26.1527,,164.2575,0.0,195.6417,921.198,362.7911,322.6442,261.0941,0.68,121.6168,0.0
2020-09-14,14.253,0.0,80.442,309.9477,69.4931,343.8887,97.3969,16.74,26.0681,,165.1855,0.0,193.756,922.6549,364.5395,343.4892,261.0941,0.685,121.0384,0.0
2020-09-15,14.2953,0.0,80.9625,307.8874,69.4931,332.093,97.4844,16.32,25.8988,,165.1855,0.0,192.3418,926.5397,358.8572,331.7072,257.4297,0.64,120.4601,0.0
2020-09-16,14.2953,0.0,83.3758,309.0411,69.1456,326.6489,97.9215,16.3,25.8988,,164.2575,0.0,193.2846,931.8814,356.6717,326.2694,260.178,0.64,121.6168,0.0
2020-09-17,14.2953,0.0,84.89,306.2392,69.5799,339.3519,98.0089,16.18,25.8142,,163.3294,0.0,191.8703,931.3958,357.1088,338.9576,261.0941,0.66,120.4601,0.0
2020-09-18,13.957,0.0,84.89,304.3437,70.188,330.2783,97.4844,16.62,26.0681,,163.3294,0.0,197.9989,939.1655,362.354,329.8946,261.0941,0.65,120.6253,0.0
2020-09-21,14.253,0.0,83.849,291.6524,68.1901,330.2783,96.5226,16.06,25.9835,,162.4014,0.0,189.9846,908.5722,350.5523,329.8946,261.0941,0.65,115.9986,0.0
2020-09-22,14.2953,0.0,83.7543,289.4273,68.6244,320.2973,96.1729,15.86,26.2374,,162.4014,0.0,191.8703,917.7988,349.6781,319.9253,261.0941,0.645,113.3548,0.0
2020-09-23,14.2953,0.0,84.1329,289.5922,68.1032,315.7606,95.386,16.0,26.0681,,161.9374,0.0,191.3989,919.7412,346.6185,315.3937,261.0941,0.68,113.1069,0.0
2020-09-24,14.2953,0.0,83.707,284.7299,68.2769,316.6679,98.0964,15.3,26.0681,,160.5454,0.0,189.5132,917.3132,345.7443,316.3,261.0941,0.7,111.8676,0.0
2020-09-25,14.2107,0.0,83.849,280.1149,68.1901,327.5562,98.7958,15.46,25.8142,,160.0814,0.0,191.3989,911.9715,340.9362,327.1757,261.0941,0.7,110.1326,0.0
2020-09-28,14.2953,0.0,85.6471,289.0153,68.5375,335.7224,99.7575,15.94,25.8988,,159.6174,0.0,192.8132,927.5109,347.0555,335.3324,261.0941,0.6,113.3548,0.0
2020-09-29,14.2953,0.0,86.7827,285.8837,68.5375,337.9908,97.4844,16.0,25.4756,,158.6894,0.0,192.3418,928.4821,340.9362,337.5982,261.0941,0.685,112.1155,0.0
2020-09-30,14.2953,0.0,87.6818,287.2022,67.7557,336.6298,97.4844,16.02,25.4756,,160.5454,0.0,193.2846,931.3958,345.7443,336.2387,260.178,0.675,111.9502,0.0
2020-10-01,14.2953,0.0,88.1077,286.2133,68.2769,343.435,97.3095,15.9,25.7296,,160.0814,0.0,197.9989,931.8814,345.3072,343.036,262.0103,0.695,111.4545,0.0
2020-10-02,14.253,0.0,89.196,287.4495,68.1032,332.093,97.6592,15.5,25.7296,,158.6894,0.0,203.1846,930.4246,348.8039,331.7072,262.0103,0.695,111.9502,0.0
2020-10-05,14.3799,0.0,89.054,293.7951,69.2325,335.2688,97.0472,15.56,25.6449,,157.7614,0.0,204.1274,944.0216,352.7378,334.8793,262.0103,0.695,113.3548,0.0
2020-10-06,14.2953,0.0,88.7228,296.9267,69.4062,329.3709,96.8723,16.06,25.3064,,157.7614,0.0,205.0703,950.8201,354.0491,328.9883,262.0103,0.69,114.6767,0.0
