Date,FREN,ZG,SFSN,SLHN,LUKN,PM,PSPN,MOLN,GLKBN,MBTN1,BCGE,LUMX,DAE,FI-N,SGKN,PMN,PLAN,IGPH,BALN,WMN
2021-10-04,17.6468,0.0,116.8013,405.64,74.5117,396.92,102.6235,17.3,24.5502,,156.7932,0.0,315.1385,1327.5248,386.5605,389.7107,309.9268,0.35,122.5288,0.0
2021-10-05,17.7346,0.0,118.7223,409.4359,74.4224,396.92,102.0815,16.9,24.8132,,154.9042,0.0,318.4759,1338.3336,387.0142,389.7107,312.7273,0.37,122.6149,0.0
2021-10-06,17.3834,0.0,116.4171,406.8478,74.8691,398.3046,102.0815,18.98,24.2871,,156.321,0.0,317.9991,1313.768,386.5605,391.0701,311.7938,0.378,121.6671,0.0
2021-10-07,17.3395,0.0,118.8184,414.6983,74.8691,401.5353,103.0752,18.4,24.2871,,156.7932,0.0,318.4759,1337.351,388.3753,394.2422,311.7938,0.378,122.5288,0.0
2021-10-08,17.3834,0.0,118.5302,414.7846,75.9412,401.9969,102.4428,18.62,24.5502,,154.9042,0.0,325.6273,1333.4205,388.829,394.6953,313.6609,0.34,123.4766,0.0
2021-10-11,17.4712,0.0,118.3381,409.4359,74.8691,405.6892,103.2559,18.56,24.9886,,153.9596,0.0,328.0111,1335.3858,389.2827,398.3205,314.5944,0.34,122.8734,0.0
2021-10-12,17.4712,0.0,118.4342,410.3849,75.3158,405.2276,103.7979,18.48,24.9886,,153.4874,0.0,331.3484,1336.3684,389.2827,397.8674,312.7273,0.33,122.2703,0.0
2021-10-13,17.4273,0.0,121.1237,407.538,75.4051,405.2276,103.8882,18.72,24.9886,,153.9596,0.0,335.6392,1357.0035,394.7272,397.8674,310.8603,0.36,121.2363,0.0
2021-10-14,17.3395,0.0,123.429,412.5416,74.601,401.5353,104.2496,18.46,24.9009,,155.8487,0.0,342.3139,1366.8297,387.4679,394.2422,312.7273,0.31,122.0118,0.0
2021-10-15,17.3395,0.0,124.8698,417.3727,75.5838,401.5353,105.6047,18.3,24.9009,,154.4319,0.0,347.0815,1385.4996,388.829,394.2422,308.0598,0.35,123.0458,0.0
2021-10-18,17.4712,0.0,124.6777,415.561,76.1199,405.2276,105.695,18.3,24.7255,,154.9042,0.0,347.0815,1376.656,391.0976,397.8674,308.0598,0.318,122.4426,0.0
2021-10-19,17.3395,0.0,121.0276,419.6157,76.1199,407.9968,105.5143,18.1,24.2871,,155.3764,0.0,341.8371,1387.4648,390.6438,400.5863,308.9933,0.308,123.6489,0.0
2021-10-20,17.4712,0.0,120.9316,419.4432,75.6731,406.1507,104.2496,18.04,23.8487,,154.9042,0.0,337.0695,1363.8818,387.9216,398.7737,310.8603,0.3,123.7351,0.0
2021-10-21,17.2517,0.0,119.875,417.8903,76.3879,406.1507,104.7013,18.46,24.6379,,155.3764,0.0,338.4998,1336.3684,383.8382,398.7737,310.8603,0.31,123.0458,0.0
2021-10-22,17.4273,0.0,120.6434,419.9608,75.5838,405.2276,104.9723,18.12,23.9364,,153.9596,0.0,346.1279,1324.5769,386.5605,397.8674,309.9268,0.35,123.6489,0.0
2021-10-25,17.4273,0.0,120.8355,421.4274,75.5838,403.843,104.2496,17.66,23.9364,,154.4319,0.0,345.1744,1327.5248,384.7456,396.5079,310.8603,0.35,123.3043,0.0
2021-10-26,17.3395,0.0,120.5474,430.0544,76.1199,399.6892,103.3462,17.62,24.3748,,154.9042,0.0,340.8836,1339.3162,382.9308,392.4296,309.9268,0.3,125.0276,0.0
2021-10-27,17.3834,0.0,119.4908,429.1054,75.4945,396.92,104.4303,17.64,24.0241,,158.6823,0.0,337.5463,1349.1425,386.5605,389.7107,310.8603,0.33,125.8031,0.0
2021-10-28,17.3395,0.0,119.4908,429.3642,75.2264,394.1508,105.2433,17.5,24.7255,,159.1546,0.0,338.023,1350.1251,383.8382,386.9917,309.9268,0.32,125.0276,0.0
2021-10-29,17.3395,0.0,118.3381,433.5914,75.5838,411.2276,103.3462,17.2,24.3748,,158.6823,0.0,338.9765,1360.934,382.9308,403.7584,310.8603,0.31,125.8031,0.0
2021-11-01,17.3395,0.0,119.1066,436.007,75.5838,401.5353,102.7139,17.56,24.5502,,159.6269,0.0,347.0815,1385.4996,385.653,394.2422,311.7938,0.35,126.0616,0.0
2021-11-02,17.3834,0.0,118.8184,438.7676,75.7625,408.9199,103.6172,17.96,24.3748,,160.5714,0.0,348.5117,1381.5691,382.9308,401.4926,311.7938,0.32,125.6308,0.0
2021-11-03,17.1639,0.0,120.4513,442.9085,75.0477,412.6122,104.0689,17.8,24.6379,,159.6269,0.0,348.9885,1394.3432,387.0142,405.1178,310.8603,0.318,126.0616,0.0
2021-11-04,17.2517,0.0,119.2987,439.4577,74.9584,413.0737,105.153,18.08,24.3748,,158.6823,0.0,351.8491,1416.9435,386.1067,405.571,310.8603,0.31,125.8031,0.0
2021-11-05,17.4273,0.0,118.4342,441.5282,75.7625,410.766,104.882,16.42,24.5502,,158.6823,0.0,348.5117,1422.8393,389.2827,403.3052,311.7938,0.31,126.0616,0.0
2021-11-08,17.3834,0.0,118.8184,442.3909,75.3158,407.5353,103.7979,13.38,25.69,,158.6823,0.0,351.3723,1444.457,384.7456,400.1332,310.8603,0.292,124.8553,0.0
2021-11-09,17.4712,0.0,119.3947,442.9085,75.5838,408.4584,105.695,14.0,25.1639,,159.6269,0.0,357.5702,1438.5613,392.4587,401.0395,310.8603,0.3,124.3383,0.0
2021-11-10,17.559,0.0,119.5868,442.9085,76.1199,408.9199,105.2433,13.92,24.9886,,159.1546,0.0,361.861,1405.152,388.3753,401.4926,311.7938,0.27,124.8553,0.0
2021-11-11,17.6468,0.0,119.875,444.2888,75.5838,407.5353,104.6109,13.76,24.3748,,160.0991,0.0,360.9075,1395.3258,384.7456,400.1332,310.8603,0.3,124.5968,0.0
2021-11-12,17.5151,0.0,120.5474,446.1868,76.0305,403.3815,106.0563,13.72,24.5502,,159.6269,0.0,366.6286,1405.152,385.1993,396.0548,312.7273,0.3,125.9754,0.0
2021-11-15,17.4712,0.0,119.7789,444.979,75.7625,403.3815,105.5143,13.86,24.6379,,158.6823,0.0,369.966,1387.4648,389.7364,396.0548,312.7273,0.328,126.3201,0.0
2021-11-16,17.4712,0.0,120.9316,447.222,75.8518,403.3815,105.424,9.15,24.4625,,160.0991,0.0,372.8265,1392.3779,391.0976,396.0548,311.7938,0.32,125.8031,0.0
2021-11-17,17.4712,0.0,120.4513,446.5319,75.6731,404.7661,105.3336,9.48,24.4625,,160.0991,0.0,371.3962,1421.8566,386.5605,397.4142,314.5944,0.346,125.1138,0.0
2021-11-18,17.3395,0.0,120.4513,444.1163,74.601,404.3045,105.2433,9.33,24.4625,,159.6269,0.0,363.7681,1411.0478,385.653,396.9611,313.6609,0.32,124.2521,0.0
2021-11-19,17.3395,0.0,121.7,437.2147,74.5117,399.6892,106.1467,9.89,24.1118,,160.0991,0.0,363.7681,1401.2215,382.9308,392.4296,313.6609,0.35,122.9596,0.0
2021-11-22,17.3395,0.0,120.9316,440.493,74.8691,403.843,104.3399,11.0,24.1995,,160.0991,0.0,359.954,1391.3953,382.4771,396.5079,312.7273,0.338,123.7351,0.0
2021-11-23,17.3834,0.0,117.3776,437.9049,74.6904,401.5353,103.1655,11.0,24.1118,,158.6823,0.0,347.5582,1350.1251,389.2827,394.2422,313.6609,0.338,123.7351,0.0
2021-11-24,17.2956,0.0,117.0894,442.2184,74.333,396.92,104.1593,10.5,23.5857,,157.7378,0.0,348.9885,1359.9513,386.1067,389.7107,312.7273,0.32,124.4244,0.0
2021-11-25,17.2956,0.0,117.1855,457.9195,74.1543,393.2277,103.0752,10.2,23.5857,,156.7932,0.0,353.7561,1382.5517,384.7456,386.0854,313.6609,0.3,124.3383,0.0
2021-11-26,17.2078,0.0,115.9368,444.4614,73.797,388.6124,99.4617,10.74,23.5857,,156.7932,0.0,338.9765,1345.212,382.9308,381.5539,312.7273,0.28,119.3406,0.0
2021-11-29,17.3834,0.0,115.7447,452.5707,75.1371,388.1508,97.2033,11.02,23.498,,157.7378,0.0,345.1744,1342.2641,387.4679,381.1008,310.8603,0.3,119.1683,0.0
2021-11-30,17.2078,0.0,112.1907,457.0568,75.1371,378.4586,97.5646,12.5,23.4103,,157.7378,0.0,344.2209,1318.6811,401.9866,371.5846,312.7273,0.31,118.5651,0.0
2021-12-01,17.2517,0.0,114.3039,455.1588,74.6904,374.3048,99.281,12.62,23.4103,,157.2655,0.0,351.8491,1360.934,388.829,367.5062,311.7938,0.31,121.1501,0.0
2021-12-02,17.4273,0.0,113.1512,454.8138,74.4224,378.4586,98.8293,12.72,22.7966,,155.8487,0.0,351.3723,1342.2641,388.3753,371.5846,313.6609,0.31,121.3224,0.0
2021-12-03,17.2956,0.0,112.1907,461.7153,74.2437,376.6125,98.739,12.78,23.1473,,157.2655,0.0,352.8026,1325.5595,388.3753,369.772,313.6609,0.31,121.2363,0.0
2021-12-06,17.2956,0.0,114.1118,472.7578,74.1543,378.4586,100.0037,12.68,23.498,,156.7932,0.0,352.8026,1352.0904,391.0976,371.5846,313.6609,0.31,123.3904,0.0
2021-12-07,17.2956,0.0,115.6486,471.7226,74.1543,376.6125,99.1004,13.2,23.6734,,157.2655,0.0,366.6286,1389.4301,390.1901,369.772,314.5944,0.27,123.3043,0.0
2021-12-08,17.0322,0.0,115.7447,472.9304,73.6183,376.6125,98.6487,13.48,23.498,,156.7932,0.0,369.4892,1407.1173,389.2827,369.772,312.7273,0.25,123.2181,0.0
2021-12-09,17.0322,0.0,115.7447,472.9304,74.1543,373.3817,98.9197,13.3,23.4103,,156.7932,0.0,371.3962,1404.1694,393.3661,366.5999,312.7273,0.24,122.5288,0.0
2021-12-10,17.2078,0.0,114.6881,472.0677,73.5289,365.5356,99.01,13.22,23.4103,,155.8487,0.0,369.0124,1390.4127,391.5513,358.8963,311.7938,0.22,122.3564,0.0
2021-12-13,17.12,0.0,113.6315,471.0325,74.2437,377.5355,98.3776,13.64,23.4103,,157.7378,0.0,361.861,1371.7428,386.1067,370.6783,314.5944,0.26,121.4948,0.0
2021-12-14,17.0761,0.0,111.8065,469.4796,73.797,382.6124,98.1066,14.8,23.0596,,154.9042,0.0,360.4308,1330.4726,389.7364,375.6629,312.7273,0.2,122.0979,0.0
2021-12-15,17.2078,0.0,112.1907,472.5853,74.1543,377.5355,98.8293,14.8,22.8843,,156.321,0.0,366.1519,1321.629,389.2827,370.6783,313.6609,0.18,122.3564,0.0
2021-12-16,17.2517,0.0,113.3433,480.177,74.5117,378.4586,99.8231,15.76,23.6734,,156.321,0.0,367.1054,1340.2989,392.4587,371.5846,314.5944,0.196,124.0798,0.0
2021-12-17,17.0322,0.0,113.2473,478.6242,73.8863,383.0739,100.9974,16.72,23.6734,,157.7378,0.0,367.1054,1320.6464,388.829,376.1161,316.4614,0.228,123.9936,0.0
2021-12-20,17.5151,0.0,111.9986,465.6837,73.797,378.4586,98.739,18.18,23.498,,157.7378,0.0,367.5822,1304.9244,391.0976,371.5846,315.5279,0.23,122.3564,0.0
2021-12-21,17.0322,0.0,113.4394,472.0677,73.3502,369.2279,100.1844,18.3,23.498,,156.321,0.0,367.5822,1322.6116,392.4587,362.5215,315.5279,0.212,124.9414,0.0
2021-12-22,17.1639,0.0,120.6434,475.691,73.8863,370.151,100.3651,17.84,23.4103,,152.5428,0.0,372.8265,1350.1251,393.8198,363.4278,316.4614,0.23,125.4584,0.0
2021-12-23,17.4712,0.0,123.0448,480.3496,73.5289,369.2279,100.0037,18.26,24.1995,,151.126,0.0,379.5012,1373.7081,393.8198,362.5215,314.5944,0.218,126.3201,0.0
2021-12-27,17.2078,0.0,121.2197,482.7651,73.6183,370.151,100.8168,18.46,24.1118,,151.126,0.0,382.8385,1377.6386,397.4495,363.4278,314.5944,0.18,127.1818,0.0
2021-12-28,17.0322,0.0,122.0842,485.6983,73.797,369.2279,101.9008,18.06,24.1995,,151.126,0.0,386.6526,1379.6038,394.7272,362.5215,312.7273,0.188,128.3019,0.0
2021-12-29,16.9883,0.0,123.0448,485.5258,73.5289,373.3817,101.8105,18.5,24.0241,,150.6537,0.0,384.7455,1372.7255,397.4495,366.5999,312.7273,0.17,128.8189,0.0
2021-12-30,17.0761,0.0,121.2197,482.2475,74.1543,374.3048,102.7139,17.82,24.0241,,151.5983,0.0,383.3152,1360.934,394.7272,367.5062,314.5944,0.197,128.4743,0.0
2022-01-03,17.1639,0.0,121.3158,492.5999,73.0822,374.3048,102.5332,18.0,24.4625,,152.0706,0.0,383.792,1385.4996,396.0884,367.5062,314.5944,0.19,131.5763,0.0
2022-01-04,16.9005,0.0,124.5816,499.8465,74.065,377.9971,102.3525,16.86,24.1995,,151.126,0.0,381.885,1418.9088,394.7272,371.1314,313.6609,0.16,133.6442,0.0
2022-01-05,16.9444,0.0,126.5027,501.2268,74.4224,371.074,102.4428,15.7,24.3748,,152.5428,0.0,381.885,1459.1964,396.9958,364.3342,313.6609,0.17,135.1091,0.0
2022-01-06,16.9883,0.0,128.0396,501.7445,74.5117,369.2279,101.4491,15.92,24.4625,,152.5428,0.0,374.7336,1460.179,399.2643,362.5215,314.5944,0.174,135.5399,0.0
2022-01-07,16.8566,0.0,126.8869,511.0616,74.601,368.3048,100.7264,15.2,24.2871,,153.9596,0.0,378.0709,1432.6655,400.6255,361.6152,310.8603,0.196,137.4356,0.0
2022-01-10,16.8566,0.0,124.6777,511.9243,73.7076,360.9203,100.2747,18.66,24.1995,,151.5983,0.0,356.1399,1385.4996,397.4495,354.3648,309.9268,0.196,136.8324,0.0
2022-01-11,17.0322,0.0,126.983,514.1673,74.333,363.6895,100.2747,22.25,24.3748,,154.9042,0.0,363.7681,1416.9435,399.718,357.0837,307.1262,0.19,136.9186,0.0
2022-01-12,17.0761,0.0,129.5764,518.4808,74.8691,371.9971,101.3588,24.5,25.427,,153.4874,0.0,366.1519,1438.5613,405.1625,365.2405,309.9268,0.195,136.4016,0.0
2022-01-13,17.2517,0.0,129.9606,524.3471,75.2264,371.9971,100.9071,26.25,24.9886,,154.9042,0.0,368.0589,1448.3875,407.8848,365.2405,308.0598,0.194,138.9866,0.0
2022-01-14,17.2078,0.0,129.1922,523.657,75.2264,376.6125,101.0878,28.0,24.8132,,154.4319,0.0,347.5582,1429.7176,403.8014,369.772,309.9268,0.19,138.8142,0.0
2022-01-17,17.2078,0.0,130.8251,527.4528,74.8691,377.074,100.9071,23.4,25.2516,,154.4319,0.0,348.5117,1435.6134,405.1625,370.2251,311.7938,0.19,138.5557,0.0
2022-01-18,17.12,0.0,129.6725,527.9704,75.2264,384.4585,100.0941,24.05,24.9886,,154.4319,0.0,335.6392,1437.5786,401.9866,377.4756,310.8603,0.228,137.8664,0.0
2022-01-19,17.3395,0.0,133.4186,512.787,74.5117,383.0739,97.6549,25.4,24.9009,,153.4874,0.0,339.4533,1431.6829,402.894,376.1161,311.7938,0.228,136.6601,0.0
2022-01-20,17.2078,0.0,133.4186,506.7481,74.5117,381.6893,98.8293,27.1,24.9009,,154.4319,0.0,343.7441,1449.3701,405.6163,374.7566,311.7938,0.154,136.7462,0.0
2022-01-21,17.2956,0.0,130.8251,497.0859,73.7076,377.5355,98.0163,27.2,24.5502,,153.9596,0.0,337.0695,1435.6134,400.1717,370.6783,312.7273,0.15,135.4537,0.0
2022-01-24,17.2078,0.0,126.0224,485.1807,73.1716,375.6894,96.6612,25.65,24.0241,,152.0706,0.0,327.5343,1341.2815,392.9124,368.8657,311.7938,0.137,132.6964,0.0
2022-01-25,17.1639,0.0,126.5027,494.8429,73.9756,375.6894,96.2095,25.1,24.0241,,153.4874,0.0,332.3019,1329.49,401.0792,368.8657,311.7938,0.14,134.1612,0.0
2022-01-26,17.2517,0.0,127.9435,508.646,74.601,375.6894,98.739,26.3,24.1995,,153.0151,0.0,335.6392,1355.0382,404.7088,368.8657,311.7938,0.15,136.7462,0.0
2022-01-27,17.2956,0.0,126.7909,512.787,74.1543,362.7664,100.7264,25.85,24.9886,,155.3764,0.0,336.116,1322.6116,402.4403,356.1774,311.7938,0.15,138.6419,0.0
2022-01-28,17.2956,0.0,126.0224,509.5087,74.8691,366.9202,100.0941,24.9,24.1118,,155.3764,0.0,338.023,1291.1677,403.3477,360.2558,312.7273,0.15,139.0727,0.0
2022-01-31,17.2078,0.0,129.0001,510.7165,74.8691,367.3818,101.0878,25.4,24.2871,,155.3764,0.0,345.1744,1318.6811,406.07,360.7089,314.5944,0.14,139.3312,0.0
2022-02-01,17.2956,0.0,129.7685,512.9595,75.1371,369.6894,100.0037,26.3,24.9886,,155.3764,0.0,346.6047,1328.5074,406.07,362.9747,315.5279,0.123,138.6419,0.0
2022-02-02,17.3834,0.0,130.9212,519.516,73.8863,369.2279,99.4617,26.05,24.2871,,154.4319,0.0,344.2209,1324.5769,405.1625,362.5215,315.5279,0.143,138.0387,0.0
2022-02-03,17.3834,0.0,129.4804,517.4455,74.8691,369.2279,98.9197,24.75,25.0763,,155.3764,0.0,338.4998,1294.1156,408.3385,362.5215,315.5279,0.139,139.4174,0.0
2022-02-04,17.2517,0.0,128.7119,512.2694,73.8863,365.9972,97.2033,24.65,24.2871,,153.9596,0.0,333.7322,1267.5847,405.6163,359.3495,315.5279,0.147,137.9526,0.0
2022-02-07,17.2517,0.0,129.3843,520.3787,74.2437,369.2279,97.2936,24.65,24.4625,,151.126,0.0,333.7322,1248.9149,407.8848,362.5215,315.5279,0.13,140.5376,0.0
2022-02-08,17.1639,0.0,127.2711,525.7274,74.601,370.6125,95.5772,23.6,24.1995,,150.6537,0.0,325.6273,1236.1407,411.5145,363.881,314.5944,0.14,139.4174,0.0
2022-02-09,17.4273,0.0,129.2883,533.4917,74.4224,364.6125,96.2095,23.95,24.7255,,151.126,0.0,330.8716,1263.6542,413.783,357.99,315.5279,0.14,141.1407,0.0
2022-02-10,17.2078,0.0,130.4409,530.9036,75.8518,368.7664,98.0163,24.3,25.0763,,153.0151,0.0,328.4878,1279.3762,414.2367,362.0684,315.5279,0.12,141.2269,0.0
2022-02-11,17.2517,0.0,130.0567,529.5233,75.4051,367.3818,97.3839,23.55,24.3748,,154.4319,0.0,321.8132,1261.689,414.6904,360.7089,315.5279,0.128,141.3992,0.0
2022-02-14,17.0761,0.0,127.079,510.544,75.1371,364.6125,97.3839,23.7,24.2871,,152.5428,0.0,317.9991,1224.3493,411.5145,357.99,315.5279,0.139,138.2972,0.0
2022-02-15,17.1639,0.0,131.2093,519.1709,74.8691,373.3817,97.8356,24.35,24.3748,,154.4319,0.0,327.0575,1257.7585,409.2459,366.5999,314.5944,0.12,138.7281,0.0
2022-02-16,17.2956,0.0,133.2265,517.1005,75.1371,369.2279,99.01,23.6,24.9886,,154.4319,0.0,328.4878,1256.7758,414.6904,362.5215,316.4614,0.122,138.6419,0.0
2022-02-17,17.2517,0.0,132.458,509.5087,74.7797,369.2279,99.6424,22.8,24.4625,,153.4874,0.0,325.6273,1224.3493,413.783,362.5215,316.4614,0.134,136.4877,0.0
2022-02-18,17.2517,0.0,131.2093,506.0579,74.8691,369.6894,99.4617,21.65,24.4625,,154.4319,0.0,310.8477,1207.6447,418.7738,362.9747,316.4614,0.128,135.7984,0.0
2022-02-21,17.2517,0.0,128.0396,499.3289,74.2437,366.9202,99.1004,20.75,24.3748,,154.9042,0.0,296.5449,1172.2702,411.5145,360.2558,316.4614,0.1,134.4197,0.0
2022-02-22,17.1639,0.0,128.1356,499.3289,74.5117,359.5357,102.3525,21.15,24.2871,,153.4874,0.0,300.8357,1163.4266,412.8756,353.0054,316.4614,0.072,134.4197,0.0
2022-02-23,17.2956,0.0,128.0396,494.8429,74.2437,364.6125,102.8042,20.8,24.8132,,154.9042,0.0,300.359,1155.5656,407.8848,357.99,316.4614,0.1,134.3336,0.0
2022-02-24,17.2956,0.0,126.0224,474.3107,73.7076,355.3819,103.2559,20.25,24.8132,,153.4874,0.0,288.44,1128.0521,403.8014,348.927,314.5944,0.0995,131.4039,0.0
2022-02-25,17.2078,0.0,129.0001,487.5962,73.797,362.3049,106.5984,21.35,24.8132,,153.0151,0.0,295.5914,1155.5656,407.8848,355.7243,314.5944,0.095,132.8687,0.0
2022-02-28,17.1639,0.0,129.2883,483.4553,73.2609,357.228,107.3211,22.4,24.9009,,153.9596,0.0,301.7892,1115.278,408.3385,350.7396,315.5279,0.09,132.7826,0.0
2022-03-01,17.2078,0.0,126.7909,481.0397,71.6527,357.228,106.6887,23.4,24.6379,,153.4874,0.0,293.6843,1073.0252,395.1809,350.7396,315.5279,0.095,129.2498,0.0
2022-03-02,16.9883,0.0,127.4632,478.7967,73.1716,358.1511,107.8631,23.4,24.1995,,153.4874,0.0,294.6378,1109.3823,399.2643,351.6459,314.5944,0.095,129.5944,0.0
2022-03-03,17.0322,0.0,122.2763,462.7506,73.0822,354.9203,110.0312,22.75,24.5502,,151.126,0.0,281.7653,1104.4692,398.3569,348.4738,317.3949,0.09,128.0434,0.0
2022-03-04,16.9005,0.0,111.8065,447.9122,73.0822,347.5358,107.5921,22.2,24.3748,,152.5428,0.0,268.416,1045.5117,395.6346,341.2234,316.4614,0.09,123.3904,0.0
2022-03-07,16.5055,0.0,113.3433,430.4857,72.5462,337.8435,106.5984,21.25,23.9364,,152.0706,0.0,266.0322,991.4674,392.005,331.7072,316.4614,0.095,119.1683,0.0
2022-03-08,16.5932,0.0,115.9368,438.7676,72.9929,346.1512,107.4114,21.8,24.1118,,152.0706,0.0,265.5555,967.8844,389.7364,339.8639,316.4614,0.095,120.3746,0.0
2022-03-09,16.9444,0.0,119.4908,455.3314,74.601,351.6896,108.7665,22.9,24.2871,,151.126,0.0,285.5794,1038.6334,398.3569,345.3018,324.863,0.09,126.4063,0.0
2022-03-10,16.5493,0.0,119.3947,458.4371,74.5117,354.4588,108.2244,23.7,24.2871,,153.9596,0.0,283.6724,1047.477,399.718,348.0207,324.863,0.09,127.6126,0.0
2022-03-11,16.5932,0.0,121.2197,475.3459,74.333,355.3819,109.3085,22.0,24.5502,,153.4874,0.0,287.0097,1062.2163,402.894,348.927,326.7301,0.09,131.2316,0.0
2022-03-14,16.5493,0.0,123.8132,483.9729,73.8863,359.0741,109.3085,21.45,24.7255,,153.9596,0.0,289.8702,1074.9904,402.894,352.5522,326.7301,0.08,134.4197,0.0
2022-03-15,16.681,0.0,122.7566,485.6983,73.8863,359.0741,109.0375,18.92,24.7255,,154.9042,0.0,284.1491,1064.1816,399.2643,352.5522,326.7301,0.07,134.4197,0.0
2022-03-16,16.7688,0.0,127.7514,496.7408,74.8691,357.6895,108.3148,18.64,24.7255,,153.9596,0.0,298.9287,1120.1911,402.894,351.1927,326.7301,0.08,136.8324,0.0
2022-03-17,17.2956,0.0,129.2883,502.7797,74.7797,359.9972,110.1215,19.5,24.9886,,154.9042,0.0,307.0336,1122.1564,403.8014,353.4585,326.7301,0.095,137.3494,0.0
2022-03-18,17.4273,0.0,130.3448,502.4346,76.1199,358.1511,109.7602,19.06,24.9009,,154.9042,0.0,311.5744,1125.1043,409.2459,351.6459,326.7301,0.09,136.7462,0.0
2022-03-21,16.8566,0.0,131.7856,507.9559,75.5838,358.1511,111.2959,18.9,24.8132,,153.4874,0.0,314.9558,1137.8784,410.6071,351.6459,325.7965,0.09,138.4696,0.0
2022-03-22,16.8566,0.0,131.5935,513.3046,76.1199,358.1511,111.3863,19.16,24.8132,,153.0151,0.0,315.4389,1141.8089,414.6904,351.6459,325.7965,0.08,140.0206,0.0
2022-03-23,17.2078,0.0,130.3448,510.7165,75.1371,357.6895,108.9471,19.36,24.9886,,153.9596,0.0,312.0574,1130.0174,413.783,351.1927,325.7965,0.085,139.3312,0.0
2022-03-24,17.1639,0.0,129.0001,510.3714,75.6731,357.228,108.3148,19.86,24.9886,,153.4874,0.0,301.4301,1114.2954,413.3293,350.7396,326.7301,0.09,139.0727,0.0
2022-03-25,16.8127,0.0,126.7909,508.301,76.7453,359.9972,109.8505,19.14,24.9009,,154.4319,0.0,299.9809,1102.5039,417.4127,353.4585,325.7965,0.07,139.6759,0.0
2022-03-28,16.8127,0.0,126.0224,508.8186,76.5666,367.3818,109.8505,19.24,24.9009,,154.4319,0.0,301.9132,1100.5387,418.3201,360.7089,325.7965,0.07,140.0206,0.0
2022-03-29,17.0761,0.0,127.1751,517.4455,77.6387,366.9202,110.6636,18.68,24.9009,,153.0151,0.0,313.0236,1135.9131,419.6812,360.2558,325.7965,0.089,142.3471,0.0
2022-03-30,17.5151,0.0,125.9264,515.2025,77.728,361.3818,110.8442,19.18,24.9886,,154.4319,0.0,305.2946,1117.2433,421.0424,354.818,324.863,0.089,142.0886,0.0
2022-03-31,17.3834,0.0,123.7171,512.6144,77.46,361.3818,109.8505,18.62,25.0763,,154.4319,0.0,295.6334,1088.7472,419.6812,354.818,325.7965,0.089,142.2609,0.0
2022-04-01,17.559,0.0,122.1803,515.5476,77.728,360.9203,111.6573,18.88,24.9886,,153.9596,0.0,286.9383,1094.6429,421.4961,354.3648,328.5971,0.07,143.5534,0.0
2022-04-04,17.7346,0.0,120.0671,519.3435,78.3534,359.9972,112.915,19.38,24.9886,,156.321,0.0,289.8366,1095.6255,425.5795,353.4585,329.5306,0.089,142.7779,0.0
2022-04-05,17.6468,0.0,117.1855,520.7238,78.2641,361.8433,113.1013,20.3,24.8132,,153.4874,0.0,284.523,1077.9383,427.848,355.2711,330.4641,0.06,142.5194,0.0
2022-04-06,17.3834,0.0,116.225,521.759,77.3707,343.3819,115.2441,19.18,24.9886,,154.9042,0.0,280.6585,1045.5117,426.9406,337.145,326.7301,0.079,143.9842,0.0
2022-04-07,17.559,0.0,114.1118,517.6181,78.0854,347.0742,114.6851,19.28,25.0763,,155.8487,0.0,294.1842,1034.7029,425.5795,340.7702,328.5971,0.056,142.9502,0.0
2022-04-08,17.7346,0.0,114.8802,530.2135,77.728,349.8434,115.5236,19.5,24.9886,,156.7932,0.0,289.3536,1050.4248,427.848,343.4892,328.5971,0.0598,146.1384,0.0
2022-04-11,17.9151,0.0,115.0723,537.115,78.0854,346.1512,117.2005,18.58,24.9009,,154.9042,0.0,285.4891,1040.5986,433.2925,339.8639,333.2647,0.0698,149.3266,0.0
2022-04-12,18.0053,0.0,121.0276,531.9388,77.8174,348.9204,116.9211,18.32,25.1639,,156.321,0.0,292.2519,1046.4944,431.4777,342.5829,337.0734,0.075,149.4989,0.0
2022-04-13,17.8248,0.0,118.7223,530.386,77.3707,348.9204,115.8962,18.34,24.9009,,156.7932,0.0,296.1164,1061.2337,431.024,342.5829,337.0734,0.0688,148.8096,0.0
2022-04-14,17.8248,0.0,118.5302,541.4285,78.2906,346.1512,114.4056,18.38,25.1639,,156.7932,0.0,297.0825,1068.1121,428.3017,339.8639,335.169,0.0688,151.4807,0.0
2022-04-19,17.7346,0.0,119.875,532.9741,77.6467,354.4588,113.6603,17.52,25.1639,,154.9042,0.0,302.3962,1079.9036,433.2925,348.0207,337.0734,0.0598,149.2404,0.0
2022-04-20,17.8248,0.0,121.9882,538.1503,76.6347,355.3819,112.8218,16.9,24.9009,,154.9042,0.0,310.6083,1092.6777,429.2091,348.927,336.1212,0.0656,151.2222,0.0
2022-04-21,17.7797,0.0,124.2935,539.013,76.7267,369.2279,113.7535,16.66,24.9886,,155.8487,0.0,317.3711,1131.0,427.848,362.5215,334.2168,0.0598,151.653,0.0
2022-04-22,17.8248,0.0,120.6434,527.6254,76.0827,359.9972,113.3808,16.3,24.7255,,156.321,0.0,310.6083,1104.0,430.1166,353.4585,335.169,0.0596,149.6712,0.0
2022-04-25,17.7797,0.0,119.6829,513.3046,76.2667,357.228,113.2877,15.84,25.0763,,156.321,0.0,306.2607,54.2,427.848,350.7396,334.2168,0.058,144.8459,0.0
